WIC Job Location Snapshot ID,First Posting Date,_noc21_clean,Job Title,NOC21 Code Name,Province/Territory,City,Economic  Region,Salary Minimum,Salary Maximum,Salary Per,_salary_per_corrected,salary_min_annual,salary_max_annual,salary_avg_annual,Education LOS,Experience Level,Hours Minimum,Hours Maximum,Hours Per,_source_month
15481067,2026/04/20,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15481137,2026/04/16,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,75.0,75.0,Hour,Hour,156000.0,156000.0,156000.0,,,,,,apr2026
15476058,2026/04/18,21223,"analyst, electronic data processing (EDP) systems",Database analysts and data administrators,Ontario,Toronto,Toronto Region,25.0,61.03,Hour,Hour,52000.0,126942.40000000001,89471.20000000001,,,,,,apr2026
15468977,2026/04/14,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,65000.0,65000.0,Year,Year,65000.0,65000.0,65000.0,,,,,,apr2026
15454323,2026/04/14,21222,information systems quality assurance (QA) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,45.0,60.0,Hour,Hour,93600.0,124800.0,109200.0,Bachelor's degree,5 years or more,65.0,80.0,Bi-weekly,apr2026
15480744,2026/04/20,21211,quantitative analyst,Data scientists,Ontario,Toronto,Toronto Region,25.0,25.0,Hour,Hour,52000.0,52000.0,52000.0,,,,,,apr2026
15480328,2026/04/20,21221,IT (information technology) business analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15429852,2026/04/12,21223,database analyst,Database analysts and data administrators,Ontario,Toronto,Toronto Region,25.0,61.03,Hour,Hour,52000.0,126942.40000000001,89471.20000000001,,,,,,apr2026
15429819,2026/04/12,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15480940,2026/04/16,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,86.0,86.0,Hour,Hour,178880.0,178880.0,178880.0,,,,,,apr2026
15480807,2026/04/16,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,40.0,40.0,Hour,Hour,83200.0,83200.0,83200.0,,,,,,apr2026
15468843,2026/04/15,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,25.0,25.0,Hour,Hour,52000.0,52000.0,52000.0,,,,,,apr2026
15476525,2026/04/19,21222,systems analyst,Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15480338,2026/04/21,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15484812,2026/04/22,21222,solutions architect - information technology (IT),Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15492417,2026/04/23,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,40.0,40.0,Hour,Hour,83200.0,83200.0,83200.0,,,,,,apr2026
15508894,2026/04/29,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,45.0,45.0,Hour,Hour,93600.0,93600.0,93600.0,,,,,,apr2026
15497159,2026/04/27,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15504824,2026/04/29,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15508745,2026/04/28,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,70.0,70.0,Hour,Hour,145600.0,145600.0,145600.0,,,,,,apr2026
15374254,2026/04/02,21223,data warehouse analyst,Database analysts and data administrators,Ontario,Concord,Toronto Region,70000.0,81000.0,Year,Year,70000.0,81000.0,75500.0,Bachelor's degree,3 years to less than 5 years,30.0,35.0,Week,apr2026
15384199,2026/04/07,21223,data administrator,Database analysts and data administrators,Ontario,Etobicoke,Toronto Region,20.0,20.0,Hour,Hour,41600.0,41600.0,41600.0,,,,,,apr2026
15497437,2026/04/24,21222,information technology (IT) analyst,Information systems specialists,Ontario,London,London Region,45000.0,65000.0,Year,Year,45000.0,65000.0,55000.0,,,,,,apr2026
15397188,2026/04/09,21222,information technology (IT) analyst,Information systems specialists,Ontario,Vaughan,Toronto Region,75000.0,75000.0,Year,Year,75000.0,75000.0,75000.0,,,,,,apr2026
15490296,2026/04/23,21211,big data analyst,Data scientists,Ontario,Sault Ste. Marie,Northeast Region,20.34,26.0,Hour,Hour,42307.2,54080.0,48193.6,,,,,,apr2026
15481246,2026/04/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Greater Sudbury,Northeast Region,75000.0,110000.0,Year,Year,75000.0,110000.0,92500.0,,,,,,apr2026
15441595,2026/04/10,21223,data analyst - informatics and systems,Database analysts and data administrators,Ontario,Markham,Toronto Region,36.02,36.02,Hour,Hour,74921.6,74921.6,74921.6,,,,,,apr2026
15485067,2026/04/21,21222,informatics consultant,Information systems specialists,Ontario,Markham,Toronto Region,123106.5,123106.5,Year,Year,123106.5,123106.5,123106.5,,,,,,apr2026
15397100,2026/04/09,21222,information technology (IT) analyst,Information systems specialists,Ontario,Richmond Hill,Toronto Region,21.0,22.0,Hour,Hour,43680.0,45760.0,44720.0,,,,,,apr2026
15477122,2026/04/20,21222,systems analyst,Information systems specialists,Ontario,Cambridge,Kitchener–Waterloo–Barrie Region,47.0,47.0,Hour,Hour,97760.0,97760.0,97760.0,Bachelor's degree,7 months to less than 1 year,40.0,40.0,Week,apr2026
15397049,2026/04/09,21222,systems analyst,Information systems specialists,Ontario,Tecumseh,Windsor-Sarnia Region,85000.0,85000.0,Year,Year,85000.0,85000.0,85000.0,,,,,,apr2026
15480851,2026/04/15,21222,information technology (IT) analyst,Information systems specialists,Ontario,North Bay,Northeast Region,44.0,44.0,Hour,Hour,91520.0,91520.0,91520.0,,,,,,apr2026
15497479,2026/04/25,21222,information technology (IT) analyst,Information systems specialists,Ontario,Brampton,Toronto Region,78998.0,98776.0,Year,Year,78998.0,98776.0,88887.0,,,,,,apr2026
15384142,2026/04/08,21222,solutions architect - information technology (IT),Information systems specialists,Ontario,Mississauga,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15501109,2026/04/28,21222,systems consultant,Information systems specialists,Ontario,Oshawa,Toronto Region,48.1,48.1,Hour,Hour,100048.0,100048.0,100048.0,Bachelor's degree,3 years to less than 5 years,35.0,35.0,Week,apr2026
15369738,2026/04/01,21222,solutions architect - information technology (IT),Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15377460,2026/04/04,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15378430,2026/04/06,21222,data processing consultant,Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15387780,2026/04/07,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,85000.0,90000.0,Year,Year,85000.0,90000.0,87500.0,,,,,,apr2026
15387468,2026/04/09,21221,"business analyst, informatics",Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15387465,2026/04/09,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15481265,2026/04/16,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,50.0,50.0,Hour,Hour,104000.0,104000.0,104000.0,,,,,,apr2026
15480733,2026/04/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,30.0,30.0,Hour,Hour,62400.0,62400.0,62400.0,,,,,,apr2026
15478709,2026/04/20,21223,database developer,Database analysts and data administrators,Ontario,Toronto,Toronto Region,18.6,18.6,Hour,Hour,38688.0,38688.0,38688.0,,,,,,apr2026
15470654,2026/04/16,21221,"analyst, business - computer systems",Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15470691,2026/04/16,21222,system integration consultant,Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15472807,2026/04/16,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,90000.0,120000.0,Year,Year,90000.0,120000.0,105000.0,,,,,,apr2026
15468310,2026/04/16,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15470693,2026/04/16,21221,IT (information technology) business analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15477046,2026/04/19,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15480778,2026/04/17,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,75000.0,75000.0,Year,Year,75000.0,75000.0,75000.0,,,,,,apr2026
15476041,2026/04/18,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15492083,2026/04/24,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15492296,2026/04/23,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,101.0,101.0,Day,Day,26260.0,26260.0,26260.0,,,,,,apr2026
15488844,2026/04/23,21223,database developer,Database analysts and data administrators,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15501325,2026/04/24,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15488891,2026/04/22,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,70.0,70.0,Hour,Hour,145600.0,145600.0,145600.0,,,,,,apr2026
15496727,2026/04/26,21222,solutions architect - information technology (IT),Information systems specialists,Ontario,Toronto,Toronto Region,26.0,63.0,Hour,Hour,54080.0,131040.0,92560.0,,,,,,apr2026
15496473,2026/04/26,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15496924,2026/04/26,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15506953,2026/04/29,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15508862,2026/04/29,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,20.0,20.0,Hour,Hour,41600.0,41600.0,41600.0,,,,,,apr2026
15508711,2026/04/29,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,80.0,80.0,Hour,Hour,166400.0,166400.0,166400.0,,,,,,apr2026
15508877,2026/04/28,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,80.0,80.0,Hour,Hour,166400.0,166400.0,166400.0,,,,,,apr2026
15500890,2026/04/28,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15380653,2026/04/03,21222,information technology (IT) analyst,Information systems specialists,Ontario,Chatham,Windsor-Sarnia Region,25.0,39.0,Hour,Hour,52000.0,81120.0,66560.0,,,,,,apr2026
15502141,2026/04/28,21221,information systems business analyst,Business systems specialists,Ontario,Concord,Toronto Region,44.0,44.0,Hour,Hour,91520.0,91520.0,91520.0,College/CEGEP,1 year to less than 2 years,30.0,30.0,Week,apr2026
15506788,2026/04/29,21223,data administrator,Database analysts and data administrators,Ontario,Etobicoke,Toronto Region,24.0,31.25,Hour,Hour,49920.0,65000.0,57460.0,,,,,,apr2026
15380548,2026/04/06,21222,information technology (IT) analyst,Information systems specialists,Ontario,Hamilton,Hamilton–Niagara Peninsula Region,25.0,30.0,Hour,Hour,52000.0,62400.0,57200.0,,,,,,apr2026
15481268,2026/04/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Sault Ste. Marie,Northeast Region,75000.0,110000.0,Year,Year,75000.0,110000.0,92500.0,,,,,,apr2026
15387147,2026/04/08,21222,"analyst, computer",Information systems specialists,Ontario,Ottawa,Ottawa Region,85980.0,101190.0,Hour,Year,85980.0,101190.0,93585.0,,,,,,apr2026
15497562,2026/04/25,21222,information technology (IT) analyst,Information systems specialists,Ontario,Mississauga,Toronto Region,45000.0,45000.0,Year,Year,45000.0,45000.0,45000.0,,,,,,apr2026
15368736,2026/04/01,21211,data mining analyst,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15375036,2026/04/03,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15377013,2026/04/04,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15380623,2026/04/06,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,31.0,31.0,Hour,Hour,64480.0,64480.0,64480.0,,,,,,apr2026
15384299,2026/04/07,21222,informatics consultant,Information systems specialists,Ontario,Toronto,Toronto Region,75.23,75.23,Hour,Hour,156478.4,156478.4,156478.4,,,,,,apr2026
15387704,2026/04/07,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,83000.0,90000.0,Year,Year,83000.0,90000.0,86500.0,,,,,,apr2026
15391134,2026/04/09,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,75000.0,75000.0,Year,Year,75000.0,75000.0,75000.0,Bachelor's degree,7 months to less than 1 year,30.0,30.0,Week,apr2026
15436003,2026/04/13,21222,"consultant, information technology (IT)",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15430361,2026/04/13,21211,data mining analyst,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15430692,2026/04/12,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,21.0,23.0,Hour,Hour,43680.0,47840.0,45760.0,,,,,,apr2026
15429411,2026/04/11,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15468897,2026/04/14,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,70.0,70.0,Hour,Hour,145600.0,145600.0,145600.0,,,,,,apr2026
15469409,2026/04/14,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,35.0,35.0,Hour,Hour,72800.0,72800.0,72800.0,,,,,,apr2026
15480800,2026/04/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,80.0,80.0,Hour,Hour,166400.0,166400.0,166400.0,,,,,,apr2026
15468224,2026/04/16,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15394656,2026/04/10,21211,data mining analyst,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15481289,2026/04/17,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,80000.0,120000.0,Year,Year,80000.0,120000.0,100000.0,,,,,,apr2026
15402247,2026/04/10,21211,data mining analyst,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15476191,2026/04/18,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15480639,2026/04/18,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,71000.0,71000.0,Year,Year,71000.0,71000.0,71000.0,,,,,,apr2026
15476229,2026/04/18,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15488823,2026/04/21,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,41.0,41.0,Hour,Hour,85280.0,85280.0,85280.0,,,,,,apr2026
15488829,2026/04/21,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,75.0,75.0,Hour,Hour,156000.0,156000.0,156000.0,,,,,,apr2026
15482835,2026/04/21,21211,big data analyst,Data scientists,Ontario,Toronto,Toronto Region,55000.0,55000.0,Year,Year,55000.0,55000.0,55000.0,,,,,,apr2026
15492095,2026/04/24,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15497496,2026/04/24,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,120000.0,150000.0,Year,Year,120000.0,150000.0,135000.0,,,,,,apr2026
15488825,2026/04/23,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15492238,2026/04/24,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15496910,2026/04/26,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15508946,2026/04/29,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,180.0,180.0,Day,Day,46800.0,46800.0,46800.0,,,,,,apr2026
15497170,2026/04/27,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15508808,2026/04/28,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,25.0,25.0,Hour,Hour,52000.0,52000.0,52000.0,,,,,,apr2026
15508949,2026/04/28,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,35.0,35.0,Hour,Hour,72800.0,72800.0,72800.0,,,,,,apr2026
15497422,2026/04/24,21222,information technology (IT) analyst,Information systems specialists,Ontario,Hamilton,Hamilton–Niagara Peninsula Region,24.89,24.89,Hour,Hour,51771.200000000004,51771.200000000004,51771.200000000004,,,,,,apr2026
15380586,2026/04/06,21222,information technology (IT) analyst,Information systems specialists,Ontario,Cambridge,Kitchener–Waterloo–Barrie Region,60000.0,70000.0,Hour,Year,60000.0,70000.0,65000.0,,,,,,apr2026
15497494,2026/04/24,21222,information technology (IT) analyst,Information systems specialists,Ontario,Brampton,Toronto Region,75000.0,75000.0,Year,Year,75000.0,75000.0,75000.0,,,,,,apr2026
15480592,2026/04/17,21222,information technology (IT) analyst,Information systems specialists,Ontario,Burlington,Hamilton–Niagara Peninsula Region,65000.0,75000.0,Year,Year,65000.0,75000.0,70000.0,,,,,,apr2026
15481044,2026/04/16,21222,information technology (IT) analyst,Information systems specialists,Ontario,Mississauga,Toronto Region,65000.0,65000.0,Year,Year,65000.0,65000.0,65000.0,,,,,,apr2026
15495035,2026/04/24,21223,data analyst - informatics and systems,Database analysts and data administrators,Ontario,Oshawa,Toronto Region,20.0,20.0,Hour,Hour,41600.0,41600.0,41600.0,Bachelor's degree,2 years to less than 3 years,35.0,35.0,Week,apr2026
15369718,2026/04/01,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15368731,2026/04/01,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,101.0,101.0,Day,Day,26260.0,26260.0,26260.0,,,,,,apr2026
15380509,2026/04/02,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,32.0,37.0,Hour,Hour,66560.0,76960.0,71760.0,,,,,,apr2026
15380527,2026/04/02,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,110000.0,110000.0,Year,Year,110000.0,110000.0,110000.0,,,,,,apr2026
15375275,2026/04/03,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15378397,2026/04/06,21223,data analyst - informatics and systems,Database analysts and data administrators,Ontario,Toronto,Toronto Region,25.0,61.03,Hour,Hour,52000.0,126942.40000000001,89471.20000000001,,,,,,apr2026
15386548,2026/04/08,21222,computer simulations analyst,Information systems specialists,Ontario,Toronto,Toronto Region,50.0,70.0,Hour,Hour,104000.0,145600.0,124800.0,Earned doctorate degree,5 years or more,37.5,42.0,Week,apr2026
15385505,2026/04/08,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15397185,2026/04/09,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,55000.0,55000.0,Year,Year,55000.0,55000.0,55000.0,,,,,,apr2026
15430698,2026/04/10,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,75000.0,90000.0,Year,Year,75000.0,90000.0,82500.0,,,,,,apr2026
15459254,2026/04/14,21223,database analyst,Database analysts and data administrators,Ontario,Toronto,Toronto Region,25.0,61.03,Hour,Hour,52000.0,126942.40000000001,89471.20000000001,,,,,,apr2026
15469156,2026/04/14,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,90.0,90.0,Hour,Hour,187200.0,187200.0,187200.0,,,,,,apr2026
15436047,2026/04/14,21222,solutions architect - information technology (IT),Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15496430,2026/04/20,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,27.0,62.0,Hour,Hour,56160.0,128960.0,92560.0,,,,,,apr2026
15468037,2026/04/15,21222,applications analyst - computer systems,Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15466239,2026/04/15,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15465872,2026/04/15,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15465870,2026/04/15,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15481196,2026/04/17,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,60.0,70.0,Hour,Hour,124800.0,145600.0,135200.0,,,,,,apr2026
15471672,2026/04/16,21222,technical project manager,Information systems specialists,Ontario,Toronto,Toronto Region,100600.0,125800.0,Year,Year,100600.0,125800.0,113200.0,Bachelor's degree,5 years or more,36.25,36.25,Week,apr2026
