salary_max,latitude,redirect_url,title,created,salary_min,id,description,longitude,contract_time,_search_query,company,category,category_tag,location,location_area,contract_type,city,week,day_of_week,is_recent,skills,text_to_search
,43.706102,https://www.adzuna.ca/details/5657181242?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-03-06 23:45:29+00:00,,5657181242,"Job Description Insight Global is hiring for a Data Analyst to support our Capital Markets Fixed Income team, with a strong focus on back-office and operational data. This is a new role supporting both businesss as usual data related tasks and a strategic initiative to migrate enterprise data to Databricks and improve data transparency, controls, and regulatory reporting. This role is domain-heavy and ideal for someone who deeply understands capital markets business domains and can translate bu…",-79.402726,,data analyst,Insight Global,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-03-02/2026-03-08,Friday,True,"['Reporting', 'Databricks']","Data Analyst Job Description Insight Global is hiring for a Data Analyst to support our Capital Markets Fixed Income team, with a strong focus on back-office and operational data. This is a new role supporting both businesss as usual data related tasks and a strategic initiative to migrate enterprise data to Databricks and improve data transparency, controls, and regulatory reporting. This role is domain-heavy and ideal for someone who deeply understands capital markets business domains and can translate bu…"
,43.706102,https://www.adzuna.ca/details/5692428660?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-07 17:37:58+00:00,,5692428660,"About The Role We are seeking a Data Analyst/Scientist to help drive data-informed decision making across product, customer experience, and operations. This role partners closely with cross-functional teams to build trusted analytics foundations, deliver insights and support strategic initiatives through data. Requirements Responsibilities Partner with cross-functional teams to define data requirements and build source-of-truth dashboards, curated datasets, and reporting assets used in day-to-d…",-79.402726,,data analyst,Cosmo Technologies,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-06/2026-04-12,Tuesday,True,"['Dashboards', 'Reporting']","Data Analyst About The Role We are seeking a Data Analyst/Scientist to help drive data-informed decision making across product, customer experience, and operations. This role partners closely with cross-functional teams to build trusted analytics foundations, deliver insights and support strategic initiatives through data. Requirements Responsibilities Partner with cross-functional teams to define data requirements and build source-of-truth dashboards, curated datasets, and reporting assets used in day-to-d…"
,43.706102,https://www.adzuna.ca/details/5692981881?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-08 05:18:24+00:00,,5692981881,"Job Description Job Description About the Role We are seeking a Data Analyst/Scientist to help drive data-informed decision making across product, customer experience, and operations. This role partners closely with cross-functional teams to build trusted analytics foundations, deliver insights and support strategic initiatives through data. Requirements Responsibilities Partner with cross-functional teams to define data requirements and build source-of-truth dashboards, curated datasets, and r…",-79.402726,,data analyst,COSMO,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-06/2026-04-12,Wednesday,True,"['R', 'Dashboards']","Data Analyst Job Description Job Description About the Role We are seeking a Data Analyst/Scientist to help drive data-informed decision making across product, customer experience, and operations. This role partners closely with cross-functional teams to build trusted analytics foundations, deliver insights and support strategic initiatives through data. Requirements Responsibilities Partner with cross-functional teams to define data requirements and build source-of-truth dashboards, curated datasets, and r…"
,43.706102,https://www.adzuna.ca/details/5701265972?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-16 05:19:15+00:00,,5701265972,"Job Description Job Description Salary: $55,000-62,000 The Data Analyst is responsible for the day-to-day integrity and usability of IMS's core business data. This role focuses on extracting, transforming, and loading data to support inventory, sales, and vendor reporting, ensuring that the information the organization relies on is clean, complete, and trustworthy. Working closely with the Product Data Analystand cross-functional teams, this role executes data management processes, maintains th…",-79.402726,,data analyst,Independent Mechanical Supply Inc.,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-13/2026-04-19,Thursday,True,['Reporting'],"Data Analyst Job Description Job Description Salary: $55,000-62,000 The Data Analyst is responsible for the day-to-day integrity and usability of IMS's core business data. This role focuses on extracting, transforming, and loading data to support inventory, sales, and vendor reporting, ensuring that the information the organization relies on is clean, complete, and trustworthy. Working closely with the Product Data Analystand cross-functional teams, this role executes data management processes, maintains th…"
92497.0,,https://www.adzuna.ca/details/5711486701?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-27 04:40:57+00:00,92497.0,5711486701,"Location: Markham, Ontario Salary: $44.47 hourly Terms of Employment: Permanent, Full time Work Mode: Fully onsite Start Date: As soon as possible Vacancies: 1 Overview • Languages: English, Mandarin will be a plus • Education: Bachelor's degree in business management, statistics, finance, data science and other relevant field is preferred. • Experience: 1–2 years of relevant experience required. Proficient in Microsoft Office Suite, with advanced Excel skills for analysis. Python and SQL profi…",,,data analyst,SHEIN Distribution Canada Limited,IT Jobs,it-jobs,"Markham, York region","['Canada', 'Ontario', 'York region', 'Markham']",,York region,2026-04-27/2026-05-03,Monday,True,"['Python', 'SQL', 'Excel', 'Statistics']","Data Analyst Location: Markham, Ontario Salary: $44.47 hourly Terms of Employment: Permanent, Full time Work Mode: Fully onsite Start Date: As soon as possible Vacancies: 1 Overview • Languages: English, Mandarin will be a plus • Education: Bachelor's degree in business management, statistics, finance, data science and other relevant field is preferred. • Experience: 1–2 years of relevant experience required. Proficient in Microsoft Office Suite, with advanced Excel skills for analysis. Python and SQL profi…"
95000.0,43.706102,https://www.adzuna.ca/details/5700474043?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-15 16:25:23+00:00,55000.0,5700474043,"At CI, we see a great place to work as one that is a safe place for everyone to have a voice, where people are empowered to take ownership over meaningful work, where there is an opportunity to grow through stretching themselves, where they can work on innovative products and projects, and where employees are supported and engaged in doing so. We are currently seeking a Data Analyst to join the Data Solutions team in the Wealth Technology group at CI Wealth. The Data Solutions team focuses on d…",-79.402726,full_time,data analyst,CI Financial,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-13/2026-04-19,Wednesday,True,[],"Data Analyst At CI, we see a great place to work as one that is a safe place for everyone to have a voice, where people are empowered to take ownership over meaningful work, where there is an opportunity to grow through stretching themselves, where they can work on innovative products and projects, and where employees are supported and engaged in doing so. We are currently seeking a Data Analyst to join the Data Solutions team in the Wealth Technology group at CI Wealth. The Data Solutions team focuses on d…"
95000.0,43.706102,https://www.adzuna.ca/details/5701767318?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-16 16:32:54+00:00,55000.0,5701767318,"At CI, we see a great place to work as one that is a safe place for everyone to have a voice, where people are empowered to take ownership over meaningful work, where there is an opportunity to grow through stretching themselves, where they can work on innovative products and projects, and where employees are supported and engaged in doing so. We are seeking experienced Data Analysts to support a large-scale data migration and integration initiative. You will be responsible for investigating ex…",-79.402726,full_time,data analyst,CI Financial,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-13/2026-04-19,Thursday,True,[],"Data Analyst At CI, we see a great place to work as one that is a safe place for everyone to have a voice, where people are empowered to take ownership over meaningful work, where there is an opportunity to grow through stretching themselves, where they can work on innovative products and projects, and where employees are supported and engaged in doing so. We are seeking experienced Data Analysts to support a large-scale data migration and integration initiative. You will be responsible for investigating ex…"
,43.706102,https://www.adzuna.ca/details/5713923647?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-29 17:33:28+00:00,,5713923647,"Here at Rakuten Kobo Inc. we offer a casual working start-up environment and a group of friendly and talented individuals. Our employees rank us highly in terms of commitment to work/life balance. We realize that for our people to be innovative, creative and passionate they need to feel valued and supported. We believe in rewarding all our employees with competitive salaries, performance based annual bonuses, stock options and training opportunities. If you’re looking for a company that inspire…",-79.402726,,data analyst,Rakuten Kobo Inc.,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-27/2026-05-03,Wednesday,True,[],"Data Analyst Here at Rakuten Kobo Inc. we offer a casual working start-up environment and a group of friendly and talented individuals. Our employees rank us highly in terms of commitment to work/life balance. We realize that for our people to be innovative, creative and passionate they need to feel valued and supported. We believe in rewarding all our employees with competitive salaries, performance based annual bonuses, stock options and training opportunities. If you’re looking for a company that inspire…"
,43.706102,https://www.adzuna.ca/details/5671168261?utm_medium=api&utm_source=df320f6a,IS Data Analyst,2026-03-18 16:31:41+00:00,,5671168261,"Job Description You will be working on a flexible hybrid schedule as part of Fidelity’s dynamic working arrangement. Current work authorization for Canada is required for all openings. The work location for this role is 483 Bay Street in Toronto until approximately late 2026, when the work location will change to the new Mississauga office at 3 Robert Speck Parkway. At Fidelity, we’ve been helping Canadian investors build better financial futures for over 35 years. We offer individuals and inst…",-79.402726,full_time,data analyst,Fidelity International,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-03-16/2026-03-22,Wednesday,True,[],"IS Data Analyst Job Description You will be working on a flexible hybrid schedule as part of Fidelity’s dynamic working arrangement. Current work authorization for Canada is required for all openings. The work location for this role is 483 Bay Street in Toronto until approximately late 2026, when the work location will change to the new Mississauga office at 3 Robert Speck Parkway. At Fidelity, we’ve been helping Canadian investors build better financial futures for over 35 years. We offer individuals and inst…"
108500.0,,https://www.adzuna.ca/details/5701683644?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-16 16:23:04+00:00,87000.0,5701683644,"We are seeking a Data Analyst to be the central data-driven operator for our analytics team. This role requires a strategic thinker who is fluent in data and can track the entire financial journey, from prospect identification and supplier enrollment to payment execution and revenue realization, providing a full-funnel view of our performance. The ideal candidate excels at synthesizing information across sales activity, operational throughput, and financial outcomes, crafting the cohesive narra…",,,data analyst,Tipalti,Sales Jobs,sales-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-13/2026-04-19,Thursday,True,[],"Data Analyst We are seeking a Data Analyst to be the central data-driven operator for our analytics team. This role requires a strategic thinker who is fluent in data and can track the entire financial journey, from prospect identification and supplier enrollment to payment execution and revenue realization, providing a full-funnel view of our performance. The ideal candidate excels at synthesizing information across sales activity, operational throughput, and financial outcomes, crafting the cohesive narra…"
92000.0,43.706102,https://www.adzuna.ca/details/5696981746?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-11 16:41:55+00:00,74000.0,5696981746,"THE POSITION Our roster has an opening with your name on it We are looking for an Analyst to join our team. You will drive insights for group-wide and commercial teams to drive actionable insights about the business. You will work alongside a group of other analysts through various individual and team assignments to continually evolve the various tools, models, and data visualizations used to drive the FanDuel Group business. In addition to the specific responsibilities outlined above, employee…",-79.402726,,data analyst,FanDuel,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-06/2026-04-12,Saturday,True,[],"Data Analyst THE POSITION Our roster has an opening with your name on it We are looking for an Analyst to join our team. You will drive insights for group-wide and commercial teams to drive actionable insights about the business. You will work alongside a group of other analysts through various individual and team assignments to continually evolve the various tools, models, and data visualizations used to drive the FanDuel Group business. In addition to the specific responsibilities outlined above, employee…"
,43.706102,https://www.adzuna.ca/details/5712607827?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-28 05:24:56+00:00,,5712607827,"Job Description Job Description About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Google Sheets Specialist Compensation: $80–$100/hour Role Responsibilities Share Google Sheets you actively use for budgets, project tracking, calculations, schedules, or data analysis. Ensure submissions have m…",-79.402726,,data analyst,Mercor,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-27/2026-05-03,Tuesday,True,[],"Data Analyst Job Description Job Description About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Google Sheets Specialist Compensation: $80–$100/hour Role Responsibilities Share Google Sheets you actively use for budgets, project tracking, calculations, schedules, or data analysis. Ensure submissions have m…"
,43.706102,https://www.adzuna.ca/details/5713598536?utm_medium=api&utm_source=df320f6a,Data Analyst,2026-04-29 05:36:00+00:00,,5713598536,"Job Description Job Description About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Excel Sheets Contributor Compensation: $80–$100/file Role Responsibilities Submit Microsoft Excel files used for structured data such as budgets, trackers, financial models, or calculations. Ensure files contain…",-79.402726,,data analyst,Mercor,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-27/2026-05-03,Wednesday,True,['Excel'],"Data Analyst Job Description Job Description About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Excel Sheets Contributor Compensation: $80–$100/file Role Responsibilities Submit Microsoft Excel files used for structured data such as budgets, trackers, financial models, or calculations. Ensure files contain…"
,43.64683,https://www.adzuna.ca/details/5694974209?utm_medium=api&utm_source=df320f6a,Senior Data Analyst,2026-04-09 18:42:03+00:00,,5694974209,"Who we are At Scene, we foster an entrepreneurial spirit that drives our mission: making tomorrow even more rewarding for our members. As a unique joint venture between Cineplex, Empire, and Scotiabank, and a network of partners, we have spent over 17 years delivering unparalleled rewards and experiences. As we scale and evolve, our focus on innovation and technology is redefining what it means to be an iconic brand that prioritizes a member-centric experience. Data is not just a tool for us—it…",-79.39132,full_time,data analyst,Scene+,IT Jobs,it-jobs,"King and Spadina, City of Toronto","['Canada', 'Ontario', 'Toronto', 'City of Toronto', 'King and Spadina']",,Toronto,2026-04-06/2026-04-12,Thursday,True,[],"Senior Data Analyst Who we are At Scene, we foster an entrepreneurial spirit that drives our mission: making tomorrow even more rewarding for our members. As a unique joint venture between Cineplex, Empire, and Scotiabank, and a network of partners, we have spent over 17 years delivering unparalleled rewards and experiences. As we scale and evolve, our focus on innovation and technology is redefining what it means to be an iconic brand that prioritizes a member-centric experience. Data is not just a tool for us—it…"
,43.706102,https://www.adzuna.ca/details/5713381885?utm_medium=api&utm_source=df320f6a,Business Data Analyst,2026-04-29 01:12:37+00:00,,5713381885,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Excel Sheets Contributor Compensation: $80–$100/file Role Responsibilities Submit Microsoft Excel files used for structured data such as budgets, trackers, financial models, or calculations. Ensure files contain formulas, pivot tables, or mult…",-79.402726,,data analyst,Mercor,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-27/2026-05-03,Wednesday,True,['Excel'],"Business Data Analyst About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Excel Sheets Contributor Compensation: $80–$100/file Role Responsibilities Submit Microsoft Excel files used for structured data such as budgets, trackers, financial models, or calculations. Ensure files contain formulas, pivot tables, or mult…"
85000.0,43.65141,https://www.adzuna.ca/details/5613284018?utm_medium=api&utm_source=df320f6a,Data Analyst - Temporary,2026-02-04 01:26:01+00:00,75000.0,5613284018,"Aviso: At Aviso, we are dedicated to improving the financial well-being of Canadians. As a leading wealth management organization, we are committed to leadership, innovation, partnership, responsibility, and community. Working with talented and energetic professionals who exemplify our values every day, you will quickly notice that our people and dynamic ‘oneaviso’ culture sets us apart. If you are looking for interesting and challenging work, at a company committed to its people, find out more…",-79.37868,,data analyst,Aviso Wealth,Accounting & Finance Jobs,accounting-finance-jobs,"Commerce Court, City of Toronto","['Canada', 'Ontario', 'Toronto', 'City of Toronto', 'Commerce Court']",contract,Toronto,2026-02-02/2026-02-08,Wednesday,True,[],"Data Analyst - Temporary Aviso: At Aviso, we are dedicated to improving the financial well-being of Canadians. As a leading wealth management organization, we are committed to leadership, innovation, partnership, responsibility, and community. Working with talented and energetic professionals who exemplify our values every day, you will quickly notice that our people and dynamic ‘oneaviso’ culture sets us apart. If you are looking for interesting and challenging work, at a company committed to its people, find out more…"
